gene	loeuf	pli
EMR1	1.117	1.4801e-23
TMBIM1	1.117	1.3647e-08
RP11-618P17.4	1.118	0.014339
SERTAD1	1.118	0.32037
ACAA1	1.118	3.5904e-09
HMMR	1.118	5.5222e-21
FBXL15	1.118	0.014337
UPP1	1.118	0.00037588
CLEC2L	1.118	0.014343
CCDC178	1.118	1.4511e-23
IGFBP7	1.118	0.0012873
TMEM260	1.118	4.7299e-19
GSTA3	1.118	0.0012851
KCTD8	1.118	0.00037542
UGP2	1.118	1.3543e-08
ZNF396	1.118	8.7621e-06
SNTG2	1.118	1.3092e-14
RBM43	1.119	0.13251
GBAS	1.119	1.3407e-08
VNN3	1.119	0.0043252
BFSP1	1.119	1.8463e-07
LILRB2	1.119	1.2812e-14
OCSTAMP	1.119	0.001282
TMPRSS3	1.119	6.0739e-11
CHST8	1.119	0.00010793
CSF2RA	1.119	2.3956e-10
ITLN2	1.119	2.4462e-06
NMI	1.119	8.699e-06
CDH19	1.119	1.2935e-14
PTP4A3	1.119	0.045489
FGF19	1.119	0.57022
PXDC1	1.119	0.0043291
CCDC64B	1.119	3.8038e-12
INSIG1	1.119	0.0012827
LRRC42	1.119	1.3431e-08
PCDHB2	1.119	6.7312e-07
DUT	1.12	0.0012744
PDE6A	1.12	6.5775e-25
TSR1	1.12	5.1573e-21
RFXANK	1.12	8.6716e-06
GLB1L2	1.12	4.5015e-19
MED21	1.12	0.014255
MRPL55	1.12	0.014288
DNAH12	1.12	9.0946e-10
SLC7A9	1.121	9.0644e-10
SLC37A2	1.121	1.2292e-14
AKR1A1	1.121	6.6621e-07
PPP5D1	1.121	0.045235
AVPR1B	1.121	0.00037047
STON1	1.121	1.4867e-11
THAP5	1.121	8.6157e-06
EXD2	1.121	3.6578e-12
TMEM102	1.121	8.5749e-06
PP2D1	1.121	3.0461e-05
ASAH2	1.122	0.0042718
GAS2L3	1.122	2.1234e-13
CCDC65	1.122	5.7685e-11
PHYH	1.122	2.3792e-06
FERD3L	1.122	0.31875
UMODL1	1.122	4.2869e-36
GPR128	1.122	8.0386e-18
IFNAR2	1.122	8.5332e-06
KIAA1586	1.122	5.7547e-11
FCRL2	1.122	1.4548e-11
WDR74	1.122	3.4256e-09
ZNF283	1.122	3.4136e-09
PDCD7	1.122	8.5544e-06
RAMP1	1.122	0.13181
LEKR1	1.122	0.13185
CYP3A4	1.122	5.7979e-11
CATSPER4	1.123	5.7136e-11
LRRIQ4	1.123	1.7762e-07
TNFSF9	1.123	0.31823
ACTL8	1.123	0.31835
CCT6B	1.123	5.6679e-11
HUS1	1.123	3.0073e-05
IMPACT	1.123	4.8274e-08
PRRG1	1.123	0.13149
AQP8	1.123	0.00036707
CLEC4M	1.123	6.5585e-07
SIRPB2	1.123	0.00036633
LOXL4	1.123	9.1912e-20
MRPS7	1.123	0.0012591
TFPT	1.123	0.00010562
RAB31	1.123	0.0012566
DNASE1L3	1.123	3.0012e-05
SLC5A2	1.123	4.9184e-14
TBC1D24	1.123	1.2788e-08
PLEKHN1	1.124	1.1549e-14
DPM2	1.124	0.31786
TMC8	1.124	1.1401e-14
TRIM21	1.124	3.3549e-09
NANOGNB	1.124	0.004241
GPAT2	1.124	4.8416e-14
DCAF4L1	1.124	0.31806
STOX1	1.124	1.4404e-16
C10orf107	1.124	0.00036502
AC024580.1	1.124	0.13133
CCDC105	1.124	1.7688e-07
ATRAID	1.124	0.00010516
ZNF584	1.124	0.00010489
CCDC150	1.125	7.9451e-37
DFNA5	1.125	3.2843e-09
RGP1	1.125	3.2975e-09
ST6GALNAC1	1.125	1.3809e-11
SURF6	1.125	6.449e-07
C4orf27	1.125	2.3254e-06
SHD	1.125	8.3568e-06
KRTAP16-1	1.125	8.3521e-06
TRUB1	1.125	2.3333e-06
GYS2	1.125	9.7872e-22
UROD	1.125	1.2563e-08
CARD9	1.126	8.1491e-13
COQ10A	1.126	0.00036102
CKAP2	1.126	8.1751e-13
CD38	1.126	2.3129e-06
LOH12CR1	1.126	0.0012418
LYPD6B	1.126	0.00036139
WISP1	1.126	6.3885e-07
SLC25A24	1.126	3.3527e-12
KIAA1919	1.126	8.298e-06
ECM1	1.126	4.6627e-14
CCNB1IP1	1.126	0.00010395
CAPN13	1.126	2.1544e-22
AKR1D1	1.127	1.7175e-07
RASL10B	1.127	0.0041933
MSRB1	1.127	0.1304
IQCF2	1.127	0.00124
CEP112	1.127	7.0861e-39
ABCB5	1.127	1.5072e-37
CCR9	1.127	0.0041986
EPHX1	1.127	3.2154e-09
CCL19	1.127	0.31691
KLHL21	1.127	6.3071e-07
RTDR1	1.127	0.00036018
SEC14L4	1.128	1.3104e-11
ARRDC4	1.128	1.7064e-07
KLF1	1.128	0.000358
LDLR	1.128	9.841e-24
GRPEL2	1.128	0.00035876
TTC30B	1.128	4.5661e-08
SPCS1	1.128	0.013927
TAS2R38	1.128	0.1303
HPX	1.128	1.3005e-11
TMEM229B	1.129	0.13003
ACBD6	1.129	2.2569e-06
LCN15	1.129	0.0041741
CABYR	1.129	2.258e-06
ELANE	1.129	0.0012274
DAK	1.129	3.1694e-12
ANKUB1	1.129	1.1953e-08
ANO10	1.129	1.0162e-14
NPIPB11	1.129	0.013863
GSC	1.129	0.013852
DYNC2LI1	1.129	3.154e-09
UBXN10	1.129	0.013862
MEFV	1.129	1.0177e-14
TRIM16	1.129	3.1558e-09
TEX261	1.13	0.0012246
NOL12	1.13	0.0012204
RCN1	1.13	2.8821e-05
ZBTB45	1.13	2.8819e-05
ORC4	1.13	7.5667e-13
NPFFR2	1.13	1.6686e-07
SETMAR	1.13	0.00010188
RTCA	1.13	3.0927e-09
TSTA3	1.13	1.6808e-07
MXRA8	1.13	1.6738e-07
ECH1	1.13	6.1604e-07
NYX	1.131	0.12961
MEGF11	1.131	2.3668e-30
DHX35	1.131	4.3653e-25
AC109829.1	1.131	0.00035252
SMIM12	1.131	0.56679
FHL2	1.131	2.8693e-05
NUCB2	1.131	2.0028e-10
MVB12A	1.131	8.024e-06
GADD45A	1.131	0.044075
SDC4	1.131	0.0041475
FAM188B	1.131	3.2175e-19
TMEM175	1.131	3.0549e-09
ZNF891	1.131	6.1344e-07
IGF2	1.131	0.044127
PGS1	1.131	1.2572e-11
ERAP1	1.132	2.0562e-26
CXCR2	1.132	0.013736
MYF6	1.132	0.0041218
GSX1	1.132	0.044024
TTLL10	1.132	1.2286e-11
BTBD8	1.132	6.077e-07
MFI2	1.132	1.1795e-16
ASTL	1.132	6.048e-07
OR2W1	1.132	0.044066
FUK	1.132	1.0421e-29
OMA1	1.132	1.2241e-11
RNF152	1.133	0.12894
SLC5A4	1.133	1.148e-16
APOL5	1.133	6.0075e-07
NCF1	1.133	2.8311e-05
CLN6	1.133	0.00010025
SPINK1	1.133	0.31476
AC007040.11	1.133	0.004117
ZBTB25	1.133	2.1949e-06
HBG1	1.133	0.56611
LRRC20	1.133	0.04387
SLC47A2	1.133	9.2836e-15
RNASEL	1.133	1.9513e-10
PDSS2	1.133	4.3743e-08
OPA3	1.134	0.5657
UGT1A4	1.134	5.9807e-07
TDP2	1.134	1.134e-08
SHQ1	1.134	4.7806e-11
COG8	1.134	2.9725e-09
GLT8D1	1.134	1.1343e-08
C17orf66	1.134	4.8498e-16
PDZD7	1.134	7.6433e-10
CXCL11	1.135	0.31408
SH3BP2	1.135	1.156e-11
TFEC	1.135	4.2824e-08
MRFAP1	1.135	0.31404
BRMS1	1.136	1.579e-07
CLEC10A	1.136	7.7599e-06
PADI1	1.136	2.0388e-15
PADI4	1.136	4.6001e-16
TMEM30C	1.136	0.56514
PVRIG	1.136	0.0040685
HOXC11	1.136	0.004059
KRT28	1.136	7.4212e-10
CHRNA5	1.136	2.1488e-06
RIC3	1.136	2.1447e-06
COMMD3	1.136	2.776e-05
OR10K1	1.136	0.31356
PIK3C2G	1.136	9.5013e-40
HS3ST3A1	1.136	0.013565
PINK1	1.136	1.8749e-10
ACTL9	1.137	0.0040543
CCDC58	1.137	0.0040567
GUF1	1.137	5.3495e-18
B4GALT4	1.137	5.8287e-07
C9orf24	1.137	2.1359e-06
NPL	1.137	1.5688e-07
FUT4	1.137	7.7294e-06
CCDC85B	1.137	0.31331
OVOL3	1.137	0.0011868
PNKD	1.138	4.1392e-08
POF1B	1.138	4.507e-11
LMOD3	1.138	1.5519e-07
SPR	1.138	0.0434
ASTE1	1.138	7.2103e-10
WFIKKN1	1.138	7.7014e-06
ALDH9A1	1.138	1.0995e-11
ZNF502	1.138	4.1603e-08
NOX4	1.138	5.7555e-20
IL17RB	1.139	4.4601e-11
ITGB1BP1	1.139	9.6972e-05
CENPH	1.139	1.5465e-07
RAD51L3-RFFL	1.139	2.0968e-06
HSD17B13	1.139	2.7371e-05
CTC-512J12.6	1.139	0.12761
C6ORF165	1.139	8.0894e-15
NEBL	1.139	1.7679e-36
ZNF185	1.139	6.3026e-13
FAM177A1	1.139	0.0011791
TRMT10C	1.139	9.7105e-05
FBXO44	1.139	2.1091e-06
FAM81B	1.139	1.0816e-11
HEXDC	1.14	4.3406e-11
ASPG	1.14	6.1787e-13
EXOSC5	1.14	0.0040091
LZIC	1.14	0.0011711
CAPN9	1.14	1.3256e-22
HSPB8	1.14	0.043128
HSPBAP1	1.14	4.4074e-11
RDH8	1.14	0.0011708
C14orf164	1.14	1.0617e-08
CALR3	1.14	6.9788e-10
CTD-2260A17.2	1.14	0.56415
OSCP1	1.14	7.0317e-10
TMA16	1.14	9.6522e-05
FAM64A	1.141	0.0011659
NAGS	1.141	4.0325e-08
ANO6	1.141	7.3158e-32
PCDHGB2	1.141	2.5408e-12
C11orf70	1.141	2.0691e-06
HTR3A	1.141	1.7499e-10
COX7C	1.141	0.56366
HAAO	1.141	1.0561e-08
PAPLN	1.141	7.4895e-38
IL17A	1.141	0.043049
SKA3	1.141	1.5109e-07
STOM	1.141	2.7047e-05
SAMD12	1.141	0.0011661
SLC2A9	1.141	6.9451e-10
C15orf52	1.142	1.405e-13
UBXN11	1.142	1.3973e-13
PPP1R36	1.142	1.7114e-10
KCNJ5	1.142	0.00033577
AGBL1	1.142	1.4377e-30
CCDC37	1.142	4.6757e-18
CBLC	1.142	4.2394e-11
GRAMD3	1.142	2.5212e-12
ZFYVE19	1.143	3.2046e-14
KIF9	1.143	5.4841e-22
CDCA5	1.143	0.0011583
DMP1	1.143	1.4881e-07
ENPEP	1.143	1.3878e-28
RBFA	1.143	9.5095e-05
SARM1	1.143	1.7007e-10
TERF2IP	1.143	2.6683e-05
DALRD3	1.143	1.6886e-10
CCER2	1.143	0.0039706
PPP1R14A	1.143	0.12672
PRG3	1.143	0.00033439
C2orf61	1.143	9.5142e-05
SCRN3	1.143	1.4833e-07
ACAT2	1.143	5.5303e-07
GPR113	1.143	1.1879e-22
DQX1	1.143	5.0034e-20
HDHD1	1.143	0.12667
SCTR	1.144	2.4257e-12
ADAD2	1.144	2.3904e-12
TSEN2	1.144	1.0092e-11
C3orf20	1.144	2.381e-21
CSRP1	1.144	0.0003328
LRRC2	1.144	5.5017e-07
SNAI3	1.144	0.013249
RP11-385D13.1	1.144	5.7998e-26
TRIT1	1.144	4.0895e-11
HYKK	1.145	7.3257e-06
KRT84	1.145	6.5597e-10
MPO	1.145	7.105e-15
SLC22A8	1.145	2.6004e-09
VAMP1	1.145	0.0039396
HAO1	1.145	1.4578e-07
ZNF786	1.145	2.3543e-12
TATDN3	1.145	5.4402e-07
CES3	1.146	2.3374e-12
CSNK1A1L	1.146	0.013174
IQCK	1.146	2.0032e-06
GPR112	1.146	1.2147e-34
MASP2	1.146	3.0428e-14
TIMM21	1.146	9.3324e-05
SLC13A2	1.146	1.2919e-13
CSH2	1.146	0.013182
TRPV3	1.146	4.6013e-20
ESD	1.146	5.3945e-07
MRPS24	1.146	0.0039242
ANKRD61	1.146	0.0039262
TTC16	1.146	4.1102e-18
TRIM69	1.146	2.5727e-09
ZNF432	1.146	3.0049e-14
TSR3	1.147	0.0011406
NBPF1	1.147	2.3773e-25
HMGN5	1.147	0.30957
MRPL2	1.147	1.4285e-07
SH3RF2	1.147	1.2714e-13
ARSG	1.147	6.3682e-10
CIB1	1.148	0.00032612
KIR2DL4	1.148	0.042308
ATP5J2-PTCD1	1.148	2.9087e-14
TGDS	1.148	2.4826e-09
PTCD1	1.148	2.9087e-14
CDKL3	1.148	2.2569e-12
CHRNA3	1.148	1.4197e-07
RILPL2	1.148	0.00389
SPATA7	1.149	5.1769e-13
SCPEP1	1.149	1.2284e-13
FAM195B	1.149	0.042217
CA4	1.149	7.1318e-06
DFNB59	1.149	3.7194e-08
PLK5	1.149	9.1971e-05
GCKR	1.149	8.5354e-19
SH2D1B	1.149	0.013037
CD276	1.149	2.4699e-09
IQCF1	1.15	0.0011241
ZNF195	1.15	0.0038677
HOXC9	1.15	0.012993
ZNF738	1.15	0.042023
FUNDC1	1.15	0.042053
TIFA	1.15	0.12501
TPMT	1.15	7.1064e-06
VWA8	1.15	8.4114e-70
CWF19L1	1.15	1.4404e-15
TSSK2	1.15	0.003861
LPO	1.15	7.4989e-17
ADAMTSL5	1.151	3.7025e-11
OTOP3	1.151	3.6938e-11
CAPN11	1.151	4.4077e-24
NBPF3	1.151	8.0766e-19
ZSCAN31	1.151	3.647e-08
CCDC154	1.151	7.2485e-17
TMC2	1.151	2.083e-27
ARHGEF19	1.151	3.9492e-20
MFAP3	1.151	0.0011201
RPTN	1.151	2.5475e-05
TLL2	1.151	2.1374e-31
GCSAML	1.151	0.12474
TMPRSS15	1.151	4.5847e-32
BAG2	1.151	0.042
PRCP	1.152	8.7577e-12
EXOC3L1	1.152	1.7404e-19
PNP	1.152	6.9987e-06
COMMD4	1.152	0.00032013
FARS2	1.152	9.2964e-09
PDPN	1.152	0.00032048
MUL1	1.152	1.9108e-06
SERPINB13	1.152	7.0156e-06
MBOAT4	1.153	1.3575e-07
EDARADD	1.153	0.0003182
C1QA	1.153	0.0038204
PFKP	1.153	8.8342e-25
ACADM	1.153	2.0548e-12
PLA2G3	1.153	3.5604e-11
CNGB1	1.153	1.8369e-37
SCLY	1.153	2.3341e-09
CHRNA6	1.153	3.5719e-08
PLSCR4	1.153	1.8979e-06
SLC35A5	1.153	1.8916e-06
WHAMM	1.153	4.8122e-13
ARMC4	1.153	1.9031e-25
RNF141	1.153	9.0192e-05
CNTN6	1.153	9.0232e-31
ZNF623	1.153	6.9313e-06
MOCOS	1.154	1.6193e-19
YPEL3	1.154	0.041612
SLC22A2	1.154	2.0202e-12
SPRY3	1.154	0.0038066
TWIST2	1.154	0.56004
NR1I3	1.154	3.5259e-08
FAM183A	1.154	0.041627
TMEM127	1.154	0.012865
FIGF	1.154	2.498e-05
FASTKD3	1.154	5.8599e-10
ZNF165	1.154	9.111e-09
OFCC1	1.154	1.8876e-06
NEK4	1.154	8.6883e-27
LEPREL1	1.155	7.7878e-21
MTHFD2L	1.155	6.8566e-06
C18orf54	1.155	1.8657e-06
C1RL	1.156	3.4642e-08
HLA-DRB1	1.156	0.0010997
HRH1	1.156	1.858e-06
NCR3LG1	1.156	8.8569e-05
C9orf117	1.156	8.2434e-12
DIRC2	1.156	2.2526e-09
OXSM	1.156	2.4742e-05
OIT3	1.156	3.392e-11
IZUMO2	1.156	2.4749e-05
DCDC2	1.156	5.6611e-10
DCSTAMP	1.156	1.8609e-06
ISCU	1.156	0.041463
PCDHA13	1.156	2.4469e-14
LRRC9	1.157	1.5993e-33
TACR2	1.157	8.8349e-05
XKRX	1.157	0.00031303
KHDC3L	1.157	0.12327
C16orf97	1.157	0.04133
MSRB3	1.157	0.003766
OR8D4	1.157	0.12338
NDUFS4	1.157	0.00031196
TRPA1	1.157	7.2309e-35
SLC9A3R1	1.157	8.8416e-05
C11orf88	1.158	0.00031184
ABCC2	1.158	5.2025e-47
PTPMT1	1.158	0.012681
ORMDL1	1.158	0.12321
TFAP2E	1.158	2.4455e-05
MSH3	1.158	7.4413e-31
SBSPON	1.158	6.7083e-06
EFCAB6	1.158	1.1933e-45
STX4	1.158	1.3021e-07
H3F3A	1.158	0.1231
SIAE	1.159	7.7865e-12
EPCAM	1.159	1.2844e-07
CLIC4	1.159	0.0010866
ZNF226	1.159	5.2389e-15
SLC12A9	1.159	1.1806e-15
ZNF595	1.159	0.3055
MLNR	1.159	0.012661
EIF4EBP2	1.159	0.30552
HPSE	1.159	2.266e-14
BAG5	1.159	1.81e-06
SLC25A29	1.159	0.0010861
FAM153A	1.159	6.6975e-06
CEP44	1.16	1.2728e-07
CMTR2	1.16	5.3475e-10
HSD17B7	1.16	6.6475e-06
FAM169B	1.16	0.012612
TPBG	1.16	0.012627
MRO	1.16	1.7975e-06
GYPA	1.16	0.0010811
SLX1A	1.16	0.12268
ZNF675	1.16	0.12265
ZNF200	1.16	1.7956e-06
CHTF18	1.161	3.0747e-28
ZNHIT6	1.161	7.5337e-12
GCNT2	1.161	2.4065e-05
DFFA	1.161	8.6585e-05
RHOB	1.161	0.12253
AC006547.14	1.161	4.795e-07
TMED6	1.161	8.6323e-05
RPUSD4	1.162	4.7321e-07
ANKK1	1.162	7.4008e-12
PCDHA11	1.162	5.4635e-17
ADAM28	1.162	2.9634e-24
MCAT	1.162	0.00030611
PLEKHF1	1.162	0.012523
GDAP1	1.162	3.2448e-08
SYNM	1.162	3.0339e-24
TULP2	1.162	2.4676e-16
PIGX	1.162	2.3843e-05
OCEL1	1.162	0.00030592
ADM	1.162	0.040831
SERPINB11	1.162	4.7328e-07
GNE	1.162	2.4844e-16
MLC1	1.162	3.2425e-08
ACADL	1.162	1.743e-12
LDLRAP1	1.163	6.5037e-06
C2orf62	1.163	2.0831e-09
ELL3	1.163	1.6997e-12
PPAN	1.163	1.7244e-12
PPAN-P2RY11	1.163	1.7244e-12
CA13	1.163	1.7599e-06
BAG1	1.163	6.5264e-06
FUT11	1.163	1.7598e-06
SLC24A5	1.163	5.1503e-10
SLC19A1	1.164	6.4655e-06
NPSR1	1.164	2.0518e-09
MEGT1	1.164	1.234e-07
TRIM62	1.164	3.1787e-08
TIGD1	1.164	0.0036808
LTF	1.164	1.2665e-21
SLC22A18	1.164	6.458e-06
TPD52	1.164	8.4929e-05
SAMD15	1.164	1.2383e-10
C19orf55	1.165	5.0594e-10
LGALS9B	1.165	8.4381e-05
TSPAN2	1.165	2.3496e-05
CRTAM	1.165	8.0626e-09
ZC3HAV1L	1.165	0.0010577
GTF2IRD2	1.165	3.1521e-08
CBLN2	1.165	0.12162
NOD1	1.165	2.4602e-18
GRHPR	1.165	4.6393e-07
POLR3GL	1.165	2.3404e-05
PCDHB17	1.165	2.3485e-05
CYP2E1	1.165	8.0688e-09
CRYZL1	1.166	2.0125e-09
FAM83D	1.166	3.128e-08
PYROXD2	1.166	1.0027e-15
PKDREJ	1.166	2.0073e-09
HK3	1.166	5.599e-23
AMDHD1	1.166	3.1269e-08
IDUA	1.166	3.7599e-13
DMRTA1	1.166	6.3708e-06
SLC47A1	1.166	1.9605e-14
DZANK1	1.167	5.3034e-21
GNPNAT1	1.167	0.012367
ERMAP	1.167	4.9067e-10
DUSP14	1.167	0.12114
FRA10AC1	1.167	4.911e-10
SLC25A20	1.167	1.1972e-07
PDCD5	1.167	0.0036424
CCDC51	1.167	3.1061e-08
GCFC2	1.167	2.5566e-24
PLA2G4F	1.167	1.1507e-27
APOBEC3A	1.168	0.0010454
QTRTD1	1.168	4.8537e-10
BLK	1.168	8.348e-14
ZDHHC1	1.168	4.8355e-10
ITFG3	1.168	6.7039e-12
TMEM9	1.168	0.0036291
XIRP1	1.168	2.2682e-30
LAX1	1.169	0.00029571
LRPAP1	1.169	4.4951e-07
IZUMO1	1.169	3.0387e-08
CASP4	1.169	3.0474e-08
DPYS	1.169	2.785e-11
PPID	1.169	1.9309e-09
PLIN3	1.169	1.179e-07
MPI	1.169	1.1715e-07
COX6B1	1.169	0.12065
ME1	1.169	8.2005e-14
SEPT10	1.169	4.7356e-10
KDELC2	1.17	1.1421e-10
RRP15	1.17	0.00029428
ZNF764	1.17	8.2354e-05
LINGO4	1.17	8.2397e-05
GRM6	1.17	4.4632e-17
TNFRSF10D	1.17	3e-08
DUSP18	1.17	0.12048
SLC16A3	1.17	0.00029385
MRPL41	1.171	0.55531
NEK5	1.171	1.0081e-23
FAM153B	1.171	2.9703e-08
SNRNP48	1.171	7.5727e-09
TMEM41A	1.171	0.00029269
DBF4B	1.171	2.677e-11
PMM1	1.171	1.6587e-06
FAM227A	1.171	1.9662e-16
CPT2	1.172	4.598e-10
ABRA	1.172	6.1508e-06
DMRT3	1.172	6.1531e-06
HELB	1.172	9.5899e-26
LTB4R	1.172	0.11994
ACADSB	1.172	2.6565e-11
GSTM3	1.172	4.3638e-07
TKTL2	1.172	1.1378e-07
OR10T2	1.172	0.12008
INS	1.172	0.30091
LRRC17	1.172	1.1461e-07
WNT16	1.172	1.6523e-06
GDE1	1.172	6.1163e-06
SH3BGRL	1.172	0.30081
PHTF1	1.172	9.6863e-26
ADH6	1.173	1.6373e-06
DMGDH	1.173	2.0503e-24
FAM53A	1.173	0.0035705
IL1RL1	1.173	1.4407e-12
SLC39A3	1.173	0.1197
CROT	1.173	4.4315e-25
IFLTD1	1.173	1.093e-10
RBM11	1.173	2.2392e-05
PLAC8	1.174	0.11953
FAM26E	1.174	0.0010205
ATAD3C	1.174	7.2718e-09
EGFL8	1.174	1.1262e-07
LINGO3	1.174	0.012114
GLT6D1	1.174	0.11957
ADAL	1.174	1.6257e-06
NR1I2	1.174	7.2668e-09
CCNO	1.174	0.003548
CHADL	1.174	2.8914e-08
RAB3C	1.174	0.00028942
DCT	1.174	7.3889e-14
CLIC5	1.174	1.6209e-06
CLN8	1.174	0.0035591
SSPN	1.174	0.039646
FCAMR	1.174	4.483e-10
DSPP	1.174	1.1191e-07
TAS1R1	1.174	7.3432e-14
INPP5J	1.175	1.8139e-16
PRSS27	1.175	8.0112e-05
FDXACB1	1.175	4.3999e-10
MRPL42	1.175	0.039597
MYO19	1.175	1.5479e-34
PAQR7	1.175	0.00028797
DPCD	1.175	0.00028791
SLC26A4	1.175	8.9898e-22
ALG2	1.175	8.0497e-05
MED22	1.175	8.0393e-05
FMO4	1.175	1.0592e-10
NUDT17	1.175	1.1109e-07
GPATCH11	1.175	1.1151e-07
MED29	1.175	0.0010191
NPHS2	1.175	7.2218e-09
CD320	1.176	0.003525
C12orf10	1.176	4.3496e-10
IGFL3	1.176	0.012036
CYP1B1	1.176	2.2024e-05
CCDC126	1.176	0.11918
C6orf203	1.176	0.0010125
ADAM2	1.176	1.8889e-22
FRMPD2	1.177	1.5123e-32
CLDN1	1.177	0.0010103
CHMP1A	1.177	0.00028502
RANBP3L	1.177	7.8033e-16
TMLHE	1.177	7.9575e-05
UTP11L	1.177	1.0932e-07
MDH1B	1.177	6.8732e-14
HELT	1.177	0.0010075
TRIM55	1.177	6.9041e-14
GBP7	1.177	1.5462e-14
CEBPA	1.177	0.55365
C16orf78	1.177	5.9448e-06
CCNB2	1.177	5.7407e-12
BLOC1S2	1.178	0.011948
C16orf93	1.178	2.7592e-08
CCDC173	1.178	3.4215e-15
LIPG	1.178	1.0165e-10
NOP16	1.178	0.011953
CHST9	1.178	6.9512e-09
NDUFA1	1.178	0.55315
NSMCE1	1.178	2.1753e-05
TTLL13	1.178	5.6537e-12
SLC46A3	1.179	6.9222e-09
CCDC89	1.179	7.8532e-05
IL17F	1.179	0.039165
RAD51AP2	1.179	7.9703e-20
UBL4A	1.179	0.29855
CTBS	1.179	1.0768e-07
ZCCHC3	1.179	0.011938
STXBP6	1.179	7.8743e-05
CXCL1	1.179	0.11845
OR52I1	1.179	0.11857
CXCL12	1.179	0.11851
GOLGA6C	1.179	0.001001
NANOS3	1.179	0.039203
CLRN3	1.179	0.039218
GTF3C6	1.179	0.00028269
ACOT9	1.18	6.8017e-09
ISM2	1.18	2.3337e-11
FOXR1	1.18	1.551e-06
C20orf78	1.18	0.55269
TGM7	1.18	7.8438e-20
FANK1	1.18	1.6807e-09
MARVELD2	1.18	1.2584e-12
ZNF354C	1.18	4.108e-10
COTL1	1.18	0.039077
ASAH1	1.18	1.2588e-12
BCMO1	1.18	5.5008e-12
UGT2A1	1.18	2.9014e-13
SQRDL	1.18	4.1314e-10
STK19	1.181	6.7428e-09
METTL2B	1.181	1.6691e-09
NT5E	1.181	2.2881e-11
EEFSEC	1.181	2.6975e-08
SLC15A5	1.181	1.6745e-09
ABHD3	1.181	1.6717e-09
ENPP6	1.181	6.7521e-09
HEPHL1	1.181	1.1459e-34
CUZD1	1.181	2.2917e-11
ZNF404	1.181	2.6828e-08
KRTAP1-3	1.181	0.11801
OAF	1.181	0.0034624
PTPRH	1.182	1.0298e-36
ASPN	1.182	1.0389e-07
FAM71F1	1.182	1.0457e-07
PCDHGA7	1.182	1.2273e-12
IL13RA2	1.182	4.021e-07
LURAP1	1.182	0.011822
EFCC1	1.182	1.0453e-07
SSUH2	1.182	3.9939e-10
EIF1AY	1.182	0.55208
SEL1L2	1.182	7.3382e-20
TMEM179B	1.182	0.00098906
TXNDC17	1.182	0.038897
EFCAB1	1.183	0.00027724
PNLIPRP2	1.183	3.9766e-10
C6orf10	1.183	1.4756e-16
FARP2	1.183	4.6425e-36
TAPBP	1.183	6.6044e-09
KLRG1	1.183	0.0034459
OR6A2	1.183	0.11773
SRCRB4D	1.183	5.1832e-12
CALY	1.184	0.038696
IFIT3	1.184	0.11732
PCDHGA4	1.184	2.1897e-11
BBS4	1.184	1.4549e-16
ALOX15B	1.184	1.4819e-18
METTL6	1.184	2.1044e-05
NINJ1	1.184	0.11745
RASD1	1.184	0.038736
TRMT10A	1.184	3.8911e-10
C8A	1.184	6.5536e-16
C2orf48	1.185	0.2964
PNLIPRP3	1.185	2.1705e-11
EID2	1.185	0.29648
LMAN1L	1.185	2.6071e-13
TGM2	1.185	6.8118e-18
SPINK4	1.186	0.29634
MPC1	1.186	0.038495
STYK1	1.186	9.1009e-11
ARMCX6	1.186	0.11709
TK2	1.186	3.9054e-07
HFE	1.186	2.5587e-08
EIF1AD	1.186	0.0034032
SGCZ	1.186	6.4001e-09
CYP2R1	1.186	3.793e-10
RAP2C	1.186	0.29631
GPR157	1.186	0.00097453
HIBCH	1.186	2.5766e-13
ABCA8	1.186	1.609e-52
ACD	1.187	1.1148e-12
PDE6B	1.187	2.6155e-27
TAC3	1.187	0.01165
THUMPD2	1.187	1.5442e-09
C11orf48	1.187	2.0614e-05
WDR31	1.187	1.5482e-09
ADAT1	1.187	2.5388e-13
C1orf35	1.187	7.568e-05
CNTLN	1.187	3.9521e-49
C7orf73	1.187	0.55075
OR2B6	1.187	0.0034004
CAPZA3	1.187	0.00097097
PSPH	1.188	0.00096703
USP41	1.188	2.0796e-11
CLEC2B	1.188	0.011614
GAS8	1.188	1.0876e-12
ATP7B	1.188	4.8001e-30
ZNF554	1.188	3.7213e-10
CYP8B1	1.188	2.0558e-05
TMEM109	1.188	7.507e-05
HSD11B1L	1.188	0.00027093
GDF9	1.188	5.5222e-06
MCOLN2	1.188	1.2502e-14
PTPLAD2	1.188	2.0561e-05
ALG3	1.188	3.6777e-10
HYAL3	1.188	3.8292e-07
SIT1	1.188	0.00096493
PARP11	1.189	6.1763e-09
SLC25A30	1.189	6.1722e-09
PRF1	1.189	5.4875e-06
YEATS4	1.189	7.464e-05
PCDHA12	1.189	2.4185e-13
CD109	1.189	2.2707e-44
TMEM40	1.189	2.4842e-08
PRODH2	1.189	2.452e-13
ATP6V0E2	1.189	0.29517
WDR89	1.189	7.4832e-05
CTD-2410N18.5	1.189	0.11635
PPIH	1.189	7.4626e-05
ABHD16B	1.19	7.4371e-05
AK8	1.19	2.0053e-11
ACBD7	1.19	0.11605
PRKAG3	1.19	4.618e-12
